City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,magistral'nyy,56.1725,107.4458,31.37,97,100,1.14,RU,1713650594
357,santa vitoria do palmar,-33.5189,-53.3681,65.79,74,41,4.65,BR,1713650350
358,sur,22.5667,59.5289,80.69,67,0,10.67,OM,1713650596
359,vicuna,-30.0319,-70.7081,74.77,49,100,1.68,CL,1713650476
360,merizo village,13.2658,144.6691,84.97,84,100,16.35,GU,1713650600
361,vorgashor,67.5833,63.95,10.8,96,100,10.09,RU,1713650601
362,mangrol,21.1167,70.1167,79.18,68,34,15.08,IN,1713650603
363,nikki,9.9401,3.2108,86.11,49,49,10.29,BJ,1713650606
364,berdigestyakh,62.0989,126.6992,33.26,94,100,11.63,RU,1713650610
365,lerwick,60.1545,-1.1494,41.0,59,100,3.11,GB,1713650411
366,cururupu,-1.8283,-44.8683,75.4,99,99,0.67,BR,1713650613
367,oleksandrivka,48.9634,32.2349,47.23,91,100,22.86,UA,1713650614
368,bubaque,11.2833,-15.8333,77.76,70,70,14.58,GW,1713650616
369,hanceville,34.0607,-86.7675,65.52,64,100,9.64,US,1713650617
370,juneau,58.3019,-134.4197,53.42,59,9,2.84,US,1713650518
371,bejaia,36.7559,5.0843,52.88,76,0,4.61,DZ,1713650620
372,lincoln city,44.9582,-124.0179,58.86,90,86,10.0,US,1713650582
373,capelinha,-17.6914,-42.5158,60.91,96,19,4.07,BR,1713650421
374,mugia,43.1041,-9.2179,55.9,76,0,16.2,ES,1713650625
375,manggar,-2.8833,108.2667,79.39,86,100,3.06,ID,1713650627
376,urumqi,43.801,87.6005,54.55,54,0,4.47,CN,1713650630
377,ranipur,27.2879,68.5051,81.37,31,29,3.31,PK,1713650634
378,shache,38.4167,77.2406,61.09,38,100,6.17,CN,1713650635
379,queenstown,-31.8976,26.8753,62.29,69,100,2.15,ZA,1713650639
380,magny-en-vexin,49.1552,1.7867,40.57,87,0,8.05,FR,1713650640
381,new norfolk,-42.7826,147.0587,54.72,89,58,2.89,AU,1713650642
382,agat village,13.3886,144.6585,85.35,77,0,14.97,GU,1713650643
383,gambela,8.25,34.5833,75.29,85,63,1.72,ET,1713650644
384,magadan,59.5667,150.8,25.54,63,8,5.84,RU,1713650645
385,zavitinsk,50.1167,129.45,42.4,60,74,12.06,RU,1713650648
386,phulbani,20.4667,84.2333,82.0,51,58,5.39,IN,1713650651
387,polyarnyy,69.1989,33.4478,22.93,68,99,18.59,RU,1713650652
388,yarmouth,41.7057,-70.2286,56.14,92,75,8.05,US,1713650593
389,ola,59.5833,151.2833,26.15,59,6,8.01,RU,1713650654
390,irituia,-1.7711,-47.4381,75.58,97,93,3.24,BR,1713650658
391,kargasok,59.0556,80.8572,28.96,49,100,7.0,RU,1713650659
392,dakhla,23.6848,-15.958,66.22,82,92,18.41,EH,1713650661
393,vilyuchinsk,52.9306,158.4028,35.92,99,100,5.99,RU,1713650665
394,kataba,13.9833,44.3833,61.93,80,5,2.33,YE,1713650666
395,shigony,53.3875,48.6777,55.2,71,99,11.48,RU,1713650667
396,puerto pilon,9.3644,-79.7933,78.48,70,87,9.98,PA,1713650668
397,khash,28.2211,61.2158,64.98,37,92,5.12,IR,1713650669
398,whittlesey,52.558,-0.1302,43.97,33,67,6.58,GB,1713650673
399,gillette,44.2911,-105.5022,42.06,39,100,10.36,US,1713650584
400,ippy,6.2679,21.2247,74.25,77,53,2.17,CF,1713650676
401,el porvenir,13.7617,-87.3458,96.13,38,98,6.33,HN,1713650677
402,guiuan,11.0333,125.7247,83.19,77,40,13.82,PH,1713650680
403,batticaloa,7.7102,81.6924,80.13,87,87,5.68,LK,1713650681
404,nyurba,63.2842,118.3319,33.66,100,100,7.92,RU,1713650682
405,kyren,51.6828,102.1408,36.95,99,100,1.99,RU,1713650683
406,novaya igirma,57.1334,103.9112,34.23,99,100,2.42,RU,1713650687
407,onega,63.9061,38.1404,20.34,94,91,6.85,RU,1713650689
408,jining,35.405,116.5814,55.38,88,100,4.41,CN,1713650690
409,tindouf,27.6711,-8.1474,68.45,42,100,27.63,DZ,1713650691
410,la peca,-5.6111,-78.435,83.25,58,39,4.25,PE,1713650643
411,viedma,-40.8135,-62.9967,54.75,43,71,7.49,AR,1713650530
412,kaa-khem,51.6833,94.7333,40.41,71,79,9.42,RU,1713650699
413,sigli,5.3848,95.9609,79.36,80,65,4.27,ID,1713650701
414,as sulayyil,20.4607,45.5779,84.45,24,17,8.46,SA,1713650702
415,fauske,67.2588,15.3918,33.78,80,59,6.69,NO,1713650706
416,lompoc,34.6391,-120.4579,75.02,68,0,16.11,US,1713650707
417,port macquarie,-31.4333,152.9167,64.89,77,61,11.32,AU,1713650708
418,aleksandrovsk-sakhalinskiy,50.8975,142.1561,43.57,97,100,6.46,RU,1713650710
419,guane,22.2025,-84.0875,85.62,54,20,8.05,CU,1713650716
420,dazhong,33.1997,120.4578,51.42,97,100,5.64,CN,1713650718
421,san antonio de pale,-1.4014,5.6325,83.53,82,86,4.61,GQ,1713650719
422,afaahiti,-17.75,-149.2833,87.67,76,83,14.61,PF,1713650720
423,garissa,-0.4536,39.6401,80.87,72,100,18.3,KE,1713650722
424,galle,6.0367,80.217,81.79,83,71,8.16,LK,1713650723
425,margate,51.3813,1.3862,44.91,68,34,5.99,GB,1713650148
426,dunedin,-45.8742,170.5036,54.81,97,89,2.35,NZ,1713650733
427,nacozari de garcia,30.3742,-109.6908,82.45,11,0,11.41,MX,1713650736
428,brookings,44.3114,-96.7984,47.17,42,0,12.66,US,1713650574
429,wailua homesteads,22.0669,-159.378,79.23,71,20,12.66,US,1713650739
430,richards bay,-28.783,32.0377,72.21,74,5,6.08,ZA,1713650741
431,tidjikja,18.5564,-11.4271,88.99,9,83,7.83,MR,1713650742
432,hengchun,22.0042,120.7439,78.8,80,50,7.25,TW,1713650745
433,oum hadjer,13.2954,19.6966,92.19,14,93,8.1,TD,1713650748
434,novodvinsk,64.4165,40.8122,26.74,92,88,7.65,RU,1713650753
435,zhosaly,45.4878,64.0781,71.96,32,69,19.3,KZ,1713650755
436,timbuktu,16.7735,-3.0074,89.58,7,42,8.03,ML,1713650757
437,oranjemund,-28.55,16.4333,59.32,88,14,3.42,NA,1713650758
438,arkhangel'sk,64.5401,40.5433,27.1,86,40,8.95,RU,1713650763
439,tutoia,-2.7619,-42.2744,78.3,91,100,8.14,BR,1713650531
440,san antonio,29.4241,-98.4936,73.15,82,100,12.66,US,1713650631
441,sokoni,-6.4333,39.55,81.5,82,89,18.48,TZ,1713650769
442,vila velha,-20.3297,-40.2925,75.94,85,75,9.22,BR,1713650770
443,aoulef,26.9667,1.0833,87.73,11,100,13.35,DZ,1713650771
444,fisterra,42.9049,-9.2629,55.74,76,1,9.71,ES,1713650772
445,russas,-4.9403,-37.9758,73.83,95,100,1.1,BR,1713650773
446,macapa,0.0389,-51.0664,80.58,89,75,4.61,BR,1713650548
447,akureyri,65.6835,-18.0878,48.13,66,40,21.85,IS,1713650676
448,suomussalmi,64.8869,28.9078,16.66,91,100,7.7,FI,1713650777
449,conde,-7.2597,-34.9075,74.66,94,40,0.0,BR,1713650781
450,zakamensk,50.3741,103.2863,32.05,93,99,2.26,RU,1713650782
451,tan-tan,28.438,-11.1032,62.49,82,71,14.07,MA,1713650784
452,grande prairie,55.1667,-118.8027,57.38,17,20,6.91,CA,1713650568
453,bairnsdale,-37.8333,147.6167,52.05,93,62,3.87,AU,1713650786
454,fukuecho,32.6881,128.8419,62.53,90,100,8.59,JP,1713650788
455,mundri,-6.9558,111.71,76.06,95,100,3.51,ID,1713650790
456,aracati,-4.5617,-37.7697,75.4,92,100,3.47,BR,1713650644
457,galveston,29.3669,-94.9669,80.02,82,100,9.22,US,1713650652
458,lido di ostia,41.7321,12.2765,51.58,3,3,9.69,IT,1713650796
459,yeppoon,-23.1333,150.7333,62.38,80,88,12.5,AU,1713650797
460,santa marta,11.2408,-74.199,95.05,69,20,17.27,CO,1713650653
461,north bay,46.3168,-79.4663,39.22,81,75,17.27,CA,1713650651
462,les anglais,18.3054,-74.2197,76.95,81,23,1.63,HT,1713650801
463,pokaran,26.9167,71.9167,82.31,35,96,4.76,IN,1713650803
464,san patricio,28.017,-97.5169,86.16,54,53,13.76,US,1713650804
465,polyarnyye zori,67.3661,32.4981,18.99,83,100,11.74,RU,1713650805
466,taro,-8.3862,115.28,73.4,98,72,1.77,ID,1713650807
467,veraval,20.9,70.3667,78.96,67,26,15.73,IN,1713650808
468,al hazm,16.1641,44.7769,81.48,42,53,11.27,YE,1713650809
469,egilsstadir,65.2653,-14.3948,41.81,97,94,13.31,IS,1713650810
470,enshi,30.3,109.4833,60.55,97,100,0.81,CN,1713650811
471,waiuku,-37.25,174.75,65.86,93,100,9.62,NZ,1713650813
472,kyaikkami,16.08,97.5675,84.27,76,99,9.22,MM,1713650815
473,salekhard,66.53,66.6019,9.39,91,100,11.01,RU,1713650817
474,brechin,56.7299,-2.6573,44.26,88,100,3.06,GB,1713650818
475,chinoz,40.9364,68.7697,63.68,71,100,6.93,UZ,1713650820
476,baganga,7.5739,126.56,78.82,88,100,3.36,PH,1713650822
477,al qubbah,32.7616,22.2424,47.46,87,5,5.88,LY,1713650823
478,alofi,-19.0595,-169.9187,82.29,69,75,16.11,NU,1713650824
479,port douglas,-16.4833,145.4667,78.1,76,73,2.75,AU,1713650827
480,bridlington,54.0831,-0.1919,44.02,78,68,5.01,GB,1713650828
481,alice springs,-23.7,133.8833,44.15,87,0,8.05,AU,1713650829
482,katima mulilo,-17.5,24.2667,66.78,50,0,5.46,NA,1713650831
483,timmins,48.4669,-81.3331,37.22,52,100,16.11,CA,1713650582
484,rakops,-21.0167,24.3333,74.39,37,0,3.65,BW,1713650837
485,baiyin,36.5583,104.2081,48.83,53,1,6.76,CN,1713650840
486,urucurituba,-2.6833,-57.6667,77.36,97,100,1.95,BR,1713650841
487,santa cruz,-17.8,-63.1667,82.45,65,20,13.8,BO,1713650844
488,xichang,27.8964,102.2634,53.35,81,100,4.14,CN,1713650845
489,dobryanka,58.4619,56.4165,50.86,72,84,3.2,RU,1713650849
490,francistown,-21.17,27.5079,68.11,47,0,6.87,BW,1713650853
491,newman,37.3138,-121.0208,82.63,47,34,8.01,US,1713650854
492,firuzabad,28.8438,52.5707,60.35,53,0,4.61,IR,1713650856
493,safford,32.834,-109.7076,89.74,8,0,9.22,US,1713650858
494,malango,-2.9627,119.9001,68.83,100,100,1.23,ID,1713650861
495,luwuk,-0.9516,122.7875,73.83,88,87,1.83,ID,1713650864
496,hilton head island,32.2163,-80.7526,89.65,77,97,1.99,US,1713650865
497,paita,-5.0892,-81.1144,73.54,75,11,15.28,PE,1713650866
498,pleiku,13.9833,108.0,71.82,83,55,1.57,VN,1713650869
499,port shepstone,-30.7414,30.455,71.6,75,99,8.75,ZA,1713650871
500,khawr fakkan,25.3313,56.342,78.85,61,0,2.48,AE,1713650872
501,ventspils,57.3894,21.5606,35.53,69,100,9.22,LV,1713650873
502,saint croix,17.7397,-64.7388,77.95,83,20,4.0,VI,1713650874
503,usogorsk,63.4106,48.6872,32.67,91,40,9.86,RU,1713650876
504,denison,33.7557,-96.5367,48.69,93,100,5.01,US,1713650877
505,changyon,38.2508,125.0961,52.03,77,100,4.79,KP,1713650878
506,la paz,-16.5,-68.15,57.18,54,40,2.3,BO,1713650842
507,crucecita,-28.95,-58.9833,71.47,80,0,7.02,AR,1713650880
508,el bauga,18.262,33.9081,84.92,12,56,13.18,SD,1713650882
509,elva,58.2225,26.4211,33.94,83,100,2.3,EE,1713650884
510,lethem,3.3803,-59.7968,85.68,65,100,6.78,GY,1713650885
511,kupang,-10.1667,123.5833,82.98,89,40,11.5,ID,1713650887
512,opuwo,-18.0607,13.84,73.92,32,5,4.45,NA,1713650888
513,sao joao da barra,-21.6403,-41.0511,71.69,72,23,10.04,BR,1713650889
514,sault ste. marie,46.5168,-84.3333,37.22,67,100,19.57,CA,1713650701
515,leticia,-4.2153,-69.9406,86.05,70,40,2.3,CO,1713650638
516,soe,-9.8607,124.284,66.07,95,100,3.6,ID,1713650893
517,mont-joli,48.5839,-68.1921,46.24,51,72,10.74,CA,1713650894
518,buzuluk,52.7807,52.2635,62.96,63,11,4.0,RU,1713650895
519,hammerfest,70.6634,23.6821,21.65,73,0,10.36,NO,1713650897
520,manta,-0.95,-80.7333,85.78,74,40,10.36,EC,1713650659
521,rudnyy,52.9594,63.1206,53.83,56,0,4.85,KZ,1713650899
522,la ronge,55.1001,-105.2842,53.85,16,40,14.97,CA,1713650638
523,andergrove,-21.0833,149.1833,68.65,86,100,17.02,AU,1713650905
524,portage la prairie,49.9728,-98.2926,52.11,34,38,15.23,CA,1713650835
525,ishigaki,24.3448,124.1572,78.93,94,20,13.8,JP,1713650690
526,lamar,33.6668,-95.5836,49.98,97,100,0.0,US,1713650909
527,tazacorte,28.629,-17.9293,68.97,86,20,16.11,ES,1713650911
528,gereida,11.2811,25.1414,87.42,24,93,8.48,SD,1713650913
529,el bolson,-41.9667,-71.5167,45.39,84,98,4.34,AR,1713650916
530,tchollire,8.4022,14.1698,90.18,31,97,4.03,CM,1713650918
531,kontagora,10.3999,5.4695,91.35,30,68,3.24,NG,1713650920
532,swift current,50.2834,-107.8014,43.61,36,0,10.36,CA,1713650720
533,taulaga,-11.0553,-171.0883,84.52,77,15,14.43,AS,1713650923
534,nema,57.5067,50.5011,46.29,72,16,6.8,RU,1713650924
535,papao,-17.75,-149.55,89.28,74,59,16.49,PF,1713650925
536,suixi,33.8907,116.7747,57.29,90,99,5.64,CN,1713650929
537,aral,40.5156,81.2636,64.74,27,23,5.1,CN,1713650931
538,sodankyla,67.4167,26.6,17.08,88,100,9.37,FI,1713650932
539,porto novo,6.4965,2.6036,83.19,80,65,8.68,BJ,1713650933
540,ciudad bolivar,8.1222,-63.5497,90.64,52,100,4.14,VE,1713650854
541,shalkar,47.8288,59.6258,67.75,48,0,17.09,KZ,1713650937
542,coyhaique,-45.5752,-72.0662,47.01,57,40,8.05,CL,1713650662
543,broken hill,-31.95,141.4333,53.87,56,0,9.19,AU,1713650939
544,sao tome,0.3365,6.7273,82.94,83,100,7.2,ST,1713650940
545,ust'-kalmanka,52.1207,83.305,39.47,67,11,6.58,RU,1713650942
546,ceres,37.5949,-120.9577,83.77,33,0,13.8,US,1713650943
547,labrador city,52.9463,-66.9114,37.18,79,100,13.8,CA,1713650944
548,buinsk,54.95,48.2833,51.89,67,80,7.63,RU,1713650947
549,cabeza del buey,38.7223,-5.2195,56.03,77,18,4.72,ES,1713650948
550,guerrero negro,27.9769,-114.0611,66.33,59,3,17.74,MX,1713650949
551,rawlins,41.7911,-107.2387,50.36,27,0,5.75,US,1713650950
552,sidi ifni,29.3797,-10.173,62.17,81,72,20.0,MA,1713650952
553,port pirie,-33.1833,138.0167,55.29,50,0,5.21,AU,1713650953
554,beyneu,45.3167,55.2,72.37,36,74,11.54,KZ,1713650955
555,caleta olivia,-46.4393,-67.5281,52.86,28,4,11.14,AR,1713650956
556,hirara,24.8,125.2833,78.94,87,0,17.49,JP,1713650958
557,miles city,46.4083,-105.8406,47.37,27,0,6.91,US,1713650959
558,zigong,29.3416,104.7769,62.76,87,100,3.96,CN,1713650960
559,lodeynoye pole,60.726,33.5531,25.68,94,48,3.71,RU,1713650961
560,logansport,40.7545,-86.3567,47.12,50,100,8.05,US,1713650746
561,camocim,-2.9022,-40.8411,76.46,93,100,13.33,BR,1713650964
562,tukrah,32.5341,20.5791,57.16,74,11,3.56,LY,1713650966
563,kumher,27.3167,77.3667,80.96,29,100,7.29,IN,1713650968
564,nagornyy,52.7959,83.5498,39.94,66,8,5.3,RU,1713650969
565,rubidoux,33.9961,-117.4056,89.44,52,0,5.75,US,1713650970
566,hainburg an der donau,48.1463,16.945,42.31,83,78,12.55,AT,1713650972
